medcodeid	term	originalreadcode	snomedctconceptid	snomedctdescriptionid	readcode	condition	score
496232015	internal capsule haemorrhage	G611	52201006	496232015	G611.00	Cerebrovascular disease	1
503791000006114	basal nucleus haemorrhage	G612	195165005	300272017	G612.00	Cerebrovascular disease	1
502878012	cerebellar haemorrhage	G613	75038005	502878012	G613.00	Cerebrovascular disease	1
503469016	pontine haemorrhage	G614	7713009	503469016	G614.00	Cerebrovascular disease	1
483988011	bulbar haemorrhage	G615	732923001	3467314012	G615.00	Cerebrovascular disease	1
300276019	external capsule haemorrhage	G616	195167002	300276019	G616.00	Cerebrovascular disease	1
300277011	"intracerebral haemorrhage, intraventricular"	G617	195168007	300277011	G617.00	Cerebrovascular disease	1
746571000006116	"intracerebral haemorrhage, multiple localized"	G618	195169004	300280012	G618.00	Cerebrovascular disease	1
345675012	lobar cerebral haemorrhage	G619	230710000	345675012	G619.00	Cerebrovascular disease	1
744921000006116	"intracerebral haemorrhage in hemisphere, unspecified"	G61X	274100004	409860011	G61X.00	Cerebrovascular disease	1
748941000006115	"left sided intracerebral haemorrhage, unspecified"	G61X0	274100004	409860011	G61X000	Cerebrovascular disease	1
163261000006119	"right sided intracerebral haemorrhage, unspecified"	G61X1	308128006	451441015	G61X100	Cerebrovascular disease	1
300287010	intracerebral haemorrhage nos	G61z	274100004	2819959010	G61z.00	Cerebrovascular disease	1
300290016	other and unspecified intracranial haemorrhage	G62	62914000	104563015	G62..00	Cerebrovascular disease	1
300294013	subdural haemorrhage - nontraumatic	G621	195176009	300294013	G621.00	Cerebrovascular disease	1
2534198011	subdural haemorrhage nos	G623	35486000	486181011	G623.00	Cerebrovascular disease	1
300298011	intracranial haemorrhage nos	G62z	1386000	475553012	G62z.00	Cerebrovascular disease	1
395777014	precerebral arterial occlusion	G63	266253001	395777014	G63..00	Cerebrovascular disease	1
345639010	infarction - precerebral	G63-1	230692004	345639010	G63..11	Cerebrovascular disease	1
126301000006113	stenosis of precerebral arteries	G63-2	1055001	2858018	G63..12	Cerebrovascular disease	1
300303013	basilar artery occlusion	G630	195180004	300303013	G630.00	Cerebrovascular disease	1
395778016	carotid artery occlusion	G631	266254007	395778016	G631.00	Cerebrovascular disease	1
126531000006111	"stenosis, carotid artery"	G631-1	64586002	107332010	G631.11	Cerebrovascular disease	1
300309012	vertebral artery occlusion	G632	195182007	300309012	G632.00	Cerebrovascular disease	1
300310019	multiple and bilateral precerebral arterial occlusion	G633	195183002	300310019	G633.00	Cerebrovascular disease	1
107332010	carotid artery stenosis	G634	64586002	107332010	G634.00	Cerebrovascular disease	1
300311015	other precerebral artery occlusion	G63y	266253001	395777014	G63y.00	Cerebrovascular disease	1
300312010	cerebral infarct due to thrombosis of precerebral arteries	G63y0	195185009	300312010	G63y000	Cerebrovascular disease	1
300313017	cerebral infarction due to embolism of precerebral arteries	G63y1	195186005	300313017	G63y100	Cerebrovascular disease	1
300314011	precerebral artery occlusion nos	G63z	266253001	395777014	G63z.00	Cerebrovascular disease	1
1222398015	cerebral arterial occlusion	G64	20059004	1222398015	G64..00	Cerebrovascular disease	1
605461000006117	cva - cerebral artery occlusion	G64-1	230691006	345638019	G64..11	Cerebrovascular disease	1
218511000000117	infarction - cerebral	G64-2	432504007	2770034014	G64..12	Cerebrovascular disease	1
122361000006113	stroke due to cerebral arterial occlusion	G64-3	230691006	345638019	G64..13	Cerebrovascular disease	1
118689010	cerebral thrombosis	G640	71444005	118689010	G640.00	Cerebrovascular disease	1
300321011	cerebral infarction due to thrombosis of cerebral arteries	G6400	195189003	300321011	G640000	Cerebrovascular disease	1
125470015	cerebral embolism	G641	75543006	125470015	G641.00	Cerebrovascular disease	1
542831000006116	cerebral embolus	G641-1	75543006	125470015	G641.11	Cerebrovascular disease	1
300322016	cerebral infarction due to embolism of cerebral arteries	G6410	195190007	300322016	G641000	Cerebrovascular disease	1
395780010	cerebral infarction nos	G64z	432504007	2770034014	G64z.00	Cerebrovascular disease	1
345650013	brainstem infarction nos	G64z-1	95457000	158113017	G64z.11	Cerebrovascular disease	1
158118014	cerebellar infarction	G64z-2	95460007	158118014	G64z.12	Cerebrovascular disease	1
524541000006117	brainstem infarction	G64z0	95457000	158113017	G64z000	Cerebrovascular disease	1
57341000006119	wallenberg syndrome	G64z1	78569004	130374019	G64z100	Cerebrovascular disease	1
130375018	lateral medullary syndrome	G64z1-1	78569004	130375018	G64z111	Cerebrovascular disease	1
451133011	left sided cerebral infarction	G64z2	307766002	451133011	G64z200	Cerebrovascular disease	1
451134017	right sided cerebral infarction	G64z3	307767006	451134017	G64z300	Cerebrovascular disease	1
2474651019	infarction of basal ganglia	G64z4	413102000	2474651019	G64z400	Cerebrovascular disease	1
395788015	transient cerebral ischaemia	G65	266257000	395788015	G65..00	Cerebrovascular disease	1
395783012	transient ischaemic attack	G65-2	266257000	395783012	G65..12	Cerebrovascular disease	1
67511000006117	vertebro-basilar insufficiency	G65-3	64009001	106394016	G65..13	Cerebrovascular disease	1
106392017	basilar artery syndrome	G650	64009001	106392017	G650.00	Cerebrovascular disease	1
499739014	insufficiency - basilar artery	G650-1	64009001	499739014	G650.11	Cerebrovascular disease	1
58046010	vertebral artery syndrome	G651	34781003	58046010	G651.00	Cerebrovascular disease	1
67501000006115	vertebro-basilar artery syndrome	G6510	195199008	300343015	G651000	Cerebrovascular disease	1
300344014	carotid artery syndrome hemispheric	G653	195200006	300344014	G653.00	Cerebrovascular disease	1
300345010	multiple and bilateral precerebral artery syndromes	G654	195201005	300345010	G654.00	Cerebrovascular disease	1
106394016	vertebrobasilar insufficiency	G656	64009001	106394016	G656.00	Cerebrovascular disease	1
345684012	carotid territory transient ischaemic attack	G657	230716006	345684012	G657.00	Cerebrovascular disease	1
300348012	other transient cerebral ischaemia	G65y	266257000	395788015	G65y.00	Cerebrovascular disease	1
95931000006111	transient cerebral ischaemia nos	G65z	266257000	395788015	G65z.00	Cerebrovascular disease	1
300353019	intermittent cerebral ischaemia	G65z1	195206000	300353019	G65z100	Cerebrovascular disease	1
300349016	transient cerebral ischaemia nos	G65zz	266257000	395788015	G65zz00	Cerebrovascular disease	1
405339016	stroke and cerebrovascular accident unspecified	G66	230690007	345637012	G66..00	Cerebrovascular disease	1
605501000006117	cva unspecified	G66-1	230690007	345637012	G66..11	Cerebrovascular disease	1
122401000006115	stroke unspecified	G66-2	230690007	345637012	G66..12	Cerebrovascular disease	1
605491000006113	cva - cerebrovascular accident unspecified	G66-3	230690007	345635016	G66..13	Cerebrovascular disease	1
300362017	middle cerebral artery syndrome	G660	195209007	300362017	G660.00	Cerebrovascular disease	1
300363010	anterior cerebral artery syndrome	G661	195210002	300363010	G661.00	Cerebrovascular disease	1
300364016	posterior cerebral artery syndrome	G662	195211003	300364016	G662.00	Cerebrovascular disease	1
524511000006116	brain stem stroke syndrome	G663	195212005	300365015	G663.00	Cerebrovascular disease	1
300366019	cerebellar stroke syndrome	G664	195213000	300366019	G664.00	Cerebrovascular disease	1
345655015	pure motor lacunar syndrome	G665	230699008	345655015	G665.00	Cerebrovascular disease	1
345658018	pure sensory lacunar syndrome	G666	230700009	345658018	G666.00	Cerebrovascular disease	1
300370010	left sided cva	G667	195216008	300370010	G667.00	Cerebrovascular disease	1
300371014	right sided cva	G668	195217004	300371014	G668.00	Cerebrovascular disease	1
451123015	"cerebral palsy, not congenital or infantile, acute"	G669	307756005	451123015	G669.00	Hemiplegia or paraplegia	2
300374018	other cerebrovascular disease	G67	62914000	104563015	G67..00	Cerebrovascular disease	1
800691000006113	generalised ischaemic cerebrovascular disease nos	G671	302909007	444905019	G671.00	Cerebrovascular disease	1
300380014	acute cerebrovascular insufficiency nos	G6710	29322000	49074018	G671000	Cerebrovascular disease	1
300379011	generalised ischaemic cerebrovascular disease nos	G671z	302909007	444905019	G671z00	Cerebrovascular disease	1
1229954013	"cerebral aneurysm, nonruptured"	G673	42994005	1229954013	G673.00	Peripheral vascular disease	1
542251000006112	"cereb infarct due cerebral venous thrombosis, nonpyogenic"	G6760	195230003	300393016	G676000	Cerebrovascular disease	1
267321000006114	occlusion/stenosis cerebral arts not result cerebral infarct	G677	195231004	300394010	G677.00	Cerebrovascular disease	1
300395011	occlusion and stenosis of middle cerebral artery	G6770	195232006	300395011	G677000	Cerebrovascular disease	1
300396012	occlusion and stenosis of anterior cerebral artery	G6771	195233001	300396012	G677100	Cerebrovascular disease	1
300398013	occlusion and stenosis of posterior cerebral artery	G6772	195234007	300398013	G677200	Cerebrovascular disease	1
300399017	occlusion and stenosis of cerebellar arteries	G6773	195235008	300399017	G677300	Cerebrovascular disease	1
267311000006118	occlusion+stenosis of multiple and bilat cerebral arteries	G6774	195236009	300400012	G677400	Cerebrovascular disease	1
1130181000000113	small vessel cerebrovascular disease	G679	443929000	2842187014	G679.00	Cerebrovascular disease	1
300401011	other cerebrovascular disease os	G67y	62914000	104563015	G67y.00	Cerebrovascular disease	1
300402016	other cerebrovascular disease nos	G67z	62914000	104563015	G67z.00	Cerebrovascular disease	1
300403014	late effects of cerebrovascular disease	G68	195239002	300403014	G68..00	Cerebrovascular disease	1
300406018	sequelae of subarachnoid haemorrhage	G680	195240000	300406018	G680.00	Cerebrovascular disease	1
300407010	sequelae of intracerebral haemorrhage	G681	195241001	300407010	G681.00	Cerebrovascular disease	1
149551000006111	sequelae of other nontraumatic intracranial haemorrhage	G682	363302008	482447013	G682.00	Cerebrovascular disease	1
300411016	sequelae of cerebral infarction	G683	195243003	300411016	G683.00	Cerebrovascular disease	1
149701000006118	sequelae/other + unspecified cerebrovascular diseases	G68W	195239002	300403014	G68W.00	Cerebrovascular disease	1
149571000006118	"sequelae of stroke,not specfd as h'morrhage or infarction"	G68X	195239002	300403014	G68X.00	Cerebrovascular disease	1
542261000006114	cereb infarct due unsp occlus/stenos precerebr arteries	G6W	125081000119106	3042974014	G6W..00	Cerebrovascular disease	1
543141000006110	cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs	G6X	20059004	33759015	G6X..00	Cerebrovascular disease	1
300418010	other specified cerebrovascular disease	G6y	62914000	104563015	G6y..00	Cerebrovascular disease	1
300419019	cerebrovascular disease nos	G6z	62914000	104563015	G6z..00	Cerebrovascular disease	1
496981000006113	atherosclerosis	G70	72092001	119795011	G70..00	Peripheral vascular disease	1
218531000000113	aortic atherosclerosis	G700	81817003	135728018	G700.00	Peripheral vascular disease	1
1230211012	renal artery atherosclerosis	G701	45281005	1230211012	G701.00	Peripheral vascular disease	1
444907010	aras - atherosclerotic renal artery stenosis	G7010-1	302910002	444907010	G701011	Peripheral vascular disease	1
300433019	extremity artery atheroma	G702	195254008	300433019	G702.00	Peripheral vascular disease	1
300434013	extremity artery atheroma nos	G702z	195254008	300433019	G702z00	Peripheral vascular disease	1
938561000006115	carotid artery atherosclerosis	G70y0	300920004	442119017	G70y000	Peripheral vascular disease	1
1228941010	carotid artery disease	G70y0-1	300920004	442119017	G70y011	Cerebrovascular disease	1
300436010	arteriosclerotic vascular disease nos	G70z	72092001	119795011	G70z.00	Peripheral vascular disease	1
111949011	aortic aneurysm	G71	67362008	111949011	G71..00	Peripheral vascular disease	1
2536174018	dissecting aortic aneurysm	G710	308546005	2536174018	G710.00	Peripheral vascular disease	1
300437018	thoracic aortic aneurysm which has ruptured	G711	195258006	300437018	G711.00	Peripheral vascular disease	1
300438011	ruptured thoracic aortic aneurysm	G711-1	195258006	300438011	G711.11	Peripheral vascular disease	1
124373014	thoracic aortic aneurysm without mention of rupture	G712	74883004	124373014	G712.00	Peripheral vascular disease	1
1221083011	abdominal aortic aneurysm which has ruptured	G713	14336007	1221083011	G713.00	Peripheral vascular disease	1
24379014	ruptured abdominal aortic aneurysm	G713-1	14336007	24379014	G713.11	Peripheral vascular disease	1
458502011	ruptured suprarenal aortic aneurysm	G7130	314184006	458502011	G713000	Peripheral vascular disease	1
300441019	abdominal aortic aneurysm without mention of rupture	G714	233985008	350580017	G714.00	Peripheral vascular disease	1
300442014	aaa - abdominal aortic aneurysm without mention of rupture	G714-1	233985008	350580017	G714.11	Peripheral vascular disease	1
458503018	juxtarenal aortic aneurysm	G7140	314185007	458503018	G714000	Peripheral vascular disease	1
458504012	inflammatory abdominal aortic aneurysm	G7141	314186008	458504012	G714100	Peripheral vascular disease	1
1756091000006111	infrarenal abdominal aortic aneurysm	G7142	444569004	2871141013	G714200	Peripheral vascular disease	1
2674096019	aneurysm of suprarenal aorta	G7143	426270006	2674096019	G714300	Peripheral vascular disease	1
300445011	ruptured aortic aneurysm nos	G715	73067008	121362018	G715.00	Peripheral vascular disease	1
300446012	"thoracoabdominal aortic aneurysm, ruptured"	G7150	195265003	300446012	G715000	Peripheral vascular disease	1
300447015	aortic aneurysm without mention of rupture nos	G716	67362008	111949011	G716.00	Peripheral vascular disease	1
300448013	"thoracoabdominal aortic aneurysm, without mention of rupture"	G7160	233984007	350579015	G716000	Peripheral vascular disease	1
300449017	leaking abdominal aortic aneurysm	G718	195268001	300449017	G718.00	Peripheral vascular disease	1
300450017	aortic aneurysm nos	G71z	67362008	111949011	G71z.00	Peripheral vascular disease	1
300451018	other aneurysm	G72	432119003	2766245010	G72..00	Peripheral vascular disease	1
484314018	aneurysm of artery of arm	G720	29495008	484314018	G720.00	Peripheral vascular disease	1
300453015	aneurysm of brachial artery	G7200	195271009	300453015	G720000	Peripheral vascular disease	1
300454014	aneurysm of radial artery	G7201	195272002	300454014	G720100	Peripheral vascular disease	1
300457019	aneurysm of ulnar artery	G7202	195273007	300457019	G720200	Peripheral vascular disease	1
300458012	aneurysm of arm artery nos	G720z	29495008	49360017	G720z00	Peripheral vascular disease	1
60377018	aneurysm of renal artery	G721	36184004	60377018	G721.00	Peripheral vascular disease	1
22740018	aneurysm of iliac artery	G722	13290008	22740018	G722.00	Peripheral vascular disease	1
300460014	aneurysm of common iliac artery	G7220	195275000	300460014	G722000	Peripheral vascular disease	1
300463011	aneurysm of external iliac artery	G7221	195276004	300463011	G722100	Peripheral vascular disease	1
300464017	aneurysm of internal iliac artery	G7222	195277008	300464017	G722200	Peripheral vascular disease	1
300466015	aneurysm of iliac artery nos	G722z	13290008	22740018	G722z00	Peripheral vascular disease	1
480891014	aneurysm of leg artery	G723	20981007	480891014	G723.00	Peripheral vascular disease	1
151487012	aneurysm of femoral artery	G7230	91445000	151487012	G723000	Peripheral vascular disease	1
80421013	aneurysm of popliteal artery	G7231	48273005	80421013	G723100	Peripheral vascular disease	1
300468019	aneurysm of anterior tibial artery	G7232	195279006	300468019	G723200	Peripheral vascular disease	1
300469010	aneurysm of dorsalis pedis artery	G7233	195280009	300469010	G723300	Peripheral vascular disease	1
300472015	aneurysm of posterior tibial artery	G7234	195281008	300472015	G723400	Peripheral vascular disease	1
455424010	ruptured popliteal artery aneurysm	G7235	311798009	455424010	G723500	Peripheral vascular disease	1
216721000006114	post radiological femoral false aneurysm	G7236	312374002	456075013	G723600	Peripheral vascular disease	1
300477014	aneurysm of leg artery nos	G723z	20981007	35275015	G723z00	Peripheral vascular disease	1
1816161000006114	dissection of renal artery	G726	713036004	3287753014	G726.00	Peripheral vascular disease	1
2168721000000118	dissection of iliac artery	G727	233999007	2168721000000118	G727.00	Peripheral vascular disease	1
1816191000006118	dissection of artery of lower extremity	G728	713032002	3287757010	G728.00	Peripheral vascular disease	1
1816211000006117	dissection of other specified arteries	G72A	710864009	3046499015	G72A.00	Peripheral vascular disease	1
1816221000006113	dissection of artery	G72B	710864009	3046504015	G72B.00	Peripheral vascular disease	1
2195121000000113	ruptured aneurysm of dialysis vascular access	G72C	846461000000102	2195121000000113	G72C.00	Renal disease	2
2195661000000114	aneurysm of dialysis arteriovenous fistula	G72D	846731000000104	2195661000000114	G72D.00	Renal disease	2
2195721000000112	aneurysm of needle site of dialysis arteriovenous fistula	G72D1	846761000000109	2195721000000112	G72D100	Renal disease	2
1847111000006118	aneurysm of anastomotic site of dialysis av fistula	G72D2	846801000000104	2195801000000114	G72D200	Renal disease	2
300479012	aneurysm of other artery	G72y	233981004	350576010	G72y.00	Peripheral vascular disease	1
482451000006111	aneurysm of common carotid art	G72y0	10878002	18887011	G72y000	Peripheral vascular disease	1
101523017	aneurysm of external carotid artery	G72y1	61091005	101523017	G72y100	Peripheral vascular disease	1
41282012	aneurysm of internal carotid artery	G72y2	24624008	41282012	G72y200	Peripheral vascular disease	1
300480010	aneurysm of neck artery nos	G72y3	301432000	442728013	G72y300	Peripheral vascular disease	1
63716015	aneurysm of subclavian artery	G72y4	40136003	63716015	G72y400	Peripheral vascular disease	1
116959011	aneurysm of splenic artery	G72y5	70405009	116959011	G72y500	Peripheral vascular disease	1
69629017	aneurysm of axillary artery	G72y6	41740005	69629017	G72y600	Peripheral vascular disease	1
199806019	aneurysm of coeliac artery	G72y7	111290000	199806019	G72y700	Peripheral vascular disease	1
108827017	aneurysm of superior mesenteric artery	G72y8	65498003	108827017	G72y800	Peripheral vascular disease	1
300482019	aneurysm of inferior mesenteric artery	G72y9	195289005	300482019	G72y900	Peripheral vascular disease	1
43353015	aneurysm of hepatic artery	G72yA	25878000	43353015	G72yA00	Peripheral vascular disease	1
300483012	aneurysm of other visceral artery	G72yB	301433005	442729017	G72yB00	Peripheral vascular disease	1
300484018	other aneurysm nos	G72yz	432119003	2766245010	G72yz00	Peripheral vascular disease	1
300485017	aneurysm nos	G72z	432119003	2766245010	G72z.00	Peripheral vascular disease	1
395791015	other peripheral vascular disease	G73	400047006	1779317016	G73..00	Peripheral vascular disease	1
350535018	peripheral ischaemic vascular disease	G73-1	233958001	350535018	G73..11	Peripheral vascular disease	1
742481000006118	ischaemia of legs	G73-2	233961000	350546015	G73..12	Peripheral vascular disease	1
350533013	peripheral ischaemia	G73-3	233958001	350533013	G73..13	Peripheral vascular disease	1
87208017	thromboangiitis obliterans	G731	52403007	87208017	G731.00	Peripheral vascular disease	1
87210015	buerger's disease	G7310	52403007	87210015	G731000	Peripheral vascular disease	1
300502019	presenile gangrene	G7311	195299000	300502019	G731100	Peripheral vascular disease	1
300503012	thromboangiitis obliterans nos	G731z	52403007	87208017	G731z00	Peripheral vascular disease	1
300504018	peripheral gangrene	G732	195301007	300504018	G732.00	Peripheral vascular disease	1
300505017	gangrene of toe	G7320	195302000	300505017	G732000	Peripheral vascular disease	1
300506016	gangrene of foot	G7321	195303005	300506016	G732100	Peripheral vascular disease	1
300507013	gangrene of finger	G7322	195304004	300507013	G732200	Peripheral vascular disease	1
300508015	gangrene of thumb	G7323	195305003	300508015	G732300	Peripheral vascular disease	1
300509011	gangrene of hand	G7324	195306002	300509011	G732400	Peripheral vascular disease	1
1847121000006114	peripheral arterial disease	G734	399957001	1787050010	G734.00	Peripheral vascular disease	1
300510018	other specified peripheral vascular disease	G73y	400047006	1779317016	G73y.00	Peripheral vascular disease	1
302011	diabetic peripheral angiopathy	G73y0	127014009	302011	G73y000	Diabetes with end-organ damage	2
300514010	other specified peripheral vascular disease nos	G73yz	400047006	1779317016	G73yz00	Peripheral vascular disease	1
235911000006116	peripheral vascular disease nos	G73z	400047006	1779317016	G73z.00	Peripheral vascular disease	1
105536013	intermittent claudication	G73z0	63491006	105536013	G73z000	Peripheral vascular disease	1
411512011	claudication	G73z0-1	63491006	3559347018	G73z011	Peripheral vascular disease	1
1715241000006112	vascular claudication	G73z0-2	63491006	105536013	G73z012	Peripheral vascular disease	1
300515011	peripheral vascular disease nos	G73zz	400047006	1779317016	G73zz00	Peripheral vascular disease	1
491241000006118	arterial embolism and thrombosis	G74	266262004	395795012	G74..00	Peripheral vascular disease	1
395796013	embolism and thrombosis of the abdominal aorta	G740	266263009	395796013	G740.00	Peripheral vascular disease	1
300533017	embolism and thrombosis of the thoracic aorta	G741	195317001	300533017	G741.00	Peripheral vascular disease	1
300534011	embolism and thrombosis of an arm or leg artery	G742	195318006	300534011	G742.00	Peripheral vascular disease	1
300535012	embolism and thrombosis of the brachial artery	G7420	195319003	300535012	G742000	Peripheral vascular disease	1
300536013	embolism and thrombosis of the radial artery	G7421	195320009	300536013	G742100	Peripheral vascular disease	1
300537016	embolism and thrombosis of the ulnar artery	G7422	195321008	300537016	G742200	Peripheral vascular disease	1
300538014	embolism and thrombosis of an arm artery nos	G7423	195318006	300534011	G742300	Peripheral vascular disease	1
300539018	embolism and thrombosis of the femoral artery	G7424	195323006	300539018	G742400	Peripheral vascular disease	1
300540016	embolism and thrombosis of the popliteal artery	G7425	195324000	300540016	G742500	Peripheral vascular disease	1
300541017	embolism and thrombosis of the anterior tibial artery	G7426	195325004	300541017	G742600	Peripheral vascular disease	1
300542012	embolism and thrombosis of the dorsalis pedis artery	G7427	195326003	300542012	G742700	Peripheral vascular disease	1
300543019	embolism and thrombosis of the posterior tibial artery	G7428	195327007	300543019	G742800	Peripheral vascular disease	1
300547018	embolism and thrombosis of a leg artery nos	G7429	195318006	300534011	G742900	Peripheral vascular disease	1
300550015	peripheral arterial embolism and thrombosis nos	G742z	195318006	300534011	G742z00	Peripheral vascular disease	1
638871000006114	embolism and thrombosis of other and unspec parts aorta	G743	274101000	409861010	G743.00	Peripheral vascular disease	1
300552011	embolism and thrombosis of other specified artery	G74y	266262004	395795012	G74y.00	Peripheral vascular disease	1
300553018	embolism and/or thrombosis of the common iliac artery	G74y0	195335005	300553018	G74y000	Peripheral vascular disease	1
300556014	embolism and thrombosis of the iliac artery unspecified	G74y3	266262004	395795012	G74y300	Peripheral vascular disease	1
300557017	embolism and thrombosis of the subclavian artery	G74y5	195339004	300557017	G74y500	Peripheral vascular disease	1
300558010	embolism and thrombosis of the splenic artery	G74y6	195340002	300558010	G74y600	Peripheral vascular disease	1
300559019	embolism and thrombosis of the axillary artery	G74y7	195341003	300559019	G74y700	Peripheral vascular disease	1
300561011	embolism and thrombosis of the coeliac artery	G74y8	195342005	300561011	G74y800	Peripheral vascular disease	1
300562016	embolism and thrombosis of the hepatic artery	G74y9	195343000	3491726018	G74y900	Peripheral vascular disease	1
300563014	embolism and thrombosis of other arteries nos	G74yz	266262004	395795012	G74yz00	Peripheral vascular disease	1
300564015	arterial embolism and thrombosis nos	G74z	266262004	395795012	G74z.00	Peripheral vascular disease	1
300593015	juvenile polyarteritis	G759	195363007	300593015	G759.00	Rheumatic disease	1
300607015	arterial insufficiency	G76A	195374003	300607015	G76A.00	Peripheral vascular disease	1
48003016	oesophageal varices	G85-1	28670008	48003016	G85..11	Moderate or severe liver disease	3
1216060010	oesophageal varices with bleeding	G850	17709002	1216060010	G850.00	Moderate or severe liver disease	3
24192017	oesophageal varices without bleeding	G851	14223005	24192017	G851.00	Moderate or severe liver disease	3
300775019	oesophageal varices in diseases ec	G852	195474004	300775019	G852.00	Moderate or severe liver disease	3
300776018	oesophageal varices with bleeding in diseases ec	G8520	195475003	300776018	G852000	Moderate or severe liver disease	3
300779013	oesophageal varices without bleeding in diseases ec	G8521	195476002	300779013	G852100	Moderate or severe liver disease	3
451442010	oesophageal varices in cirrhosis of the liver	G8522	308129003	451442010	G852200	Moderate or severe liver disease	3
453265010	oesophageal varices in alcoholic cirrhosis of the liver	G8523	309783001	453265010	G852300	Moderate or severe liver disease	3
300784019	oesophageal varices in diseases ec nos	G852z	195474004	2575713012	G852z00	Moderate or severe liver disease	3
456800015	oesophageal varices nos	G858	28670008	48003016	G858.00	Moderate or severe liver disease	3
2210341000000113	stenosis of dialysis vascular access	Gy1	853631000000103	2210341000000113	Gy1..00	Renal disease	2
2237981000000112	stenosis of dialysis arteriovenous graft	Gy10	865841000000102	2237981000000112	Gy10.00	Renal disease	2
2238301000000119	thrombosis of dialysis arteriovenous fistula	Gy21	866001000000102	2238301000000119	Gy21.00	Renal disease	2
2237821000000118	occlusion of dialysis vascular access	Gy3	865761000000105	2237821000000118	Gy3..00	Renal disease	2
2238381000000112	occlusion of dialysis arteriovenous graft	Gy30	866041000000104	2238381000000112	Gy30.00	Renal disease	2
2238421000000115	occlusion of dialysis arteriovenous fistula	Gy31	866061000000103	2238421000000115	Gy31.00	Renal disease	2
2240321000000114	infection of dialysis arteriovenous graft	Gy40	430332005	2240321000000114	Gy40.00	Renal disease	2
1870801000006111	infection of dialysis arteriovenous fistula	Gy41	449288005	2901095010	Gy41.00	Renal disease	2
2237901000000119	haemorrhage of dialysis vascular access	Gy5	865801000000100	2237901000000119	Gy5..00	Renal disease	2
2240871000000116	haemorrhage of dialysis arteriovenous fistula	Gy51	867011000000102	2240871000000116	Gy51.00	Renal disease	2
2240951000000115	rupture of dialysis arteriovenous graft	Gy60	867051000000103	2240951000000115	Gy60.00	Renal disease	2
362461000006119	[x]acute transmural myocardial infarction of unspecif site	Gyu34	57054005	94884017	Gyu3400	Myocardial infarction	1
300881018	[x]subsequent myocardial infarction of other sites	Gyu35	194856005	299808017	Gyu3500	Myocardial infarction	1
300882013	[x]subsequent myocardial infarction of unspecified site	Gyu36	194856005	299808017	Gyu3600	Myocardial infarction	1
370711000006115	[x]cerebrovascular diseases	Gyu6	62914000	104563015	Gyu6.00	Cerebrovascular disease	1
300935019	[x]subarachnoid haemorrhage from other intracranial arteries	Gyu60	21454007	481028017	Gyu6000	Cerebrovascular disease	1
300936018	[x]other subarachnoid haemorrhage	Gyu61	21454007	481028017	Gyu6100	Cerebrovascular disease	1
300939013	[x]other intracerebral haemorrhage	Gyu62	274100004	409860011	Gyu6200	Cerebrovascular disease	1
370701000006118	[x]cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs	Gyu63	20059004	33759015	Gyu6300	Cerebrovascular disease	1
300941014	[x]other cerebral infarction	Gyu64	432504007	2770034014	Gyu6400	Cerebrovascular disease	1
300942019	[x]occlusion and stenosis of other precerebral arteries	Gyu65	266253001	395777014	Gyu6500	Cerebrovascular disease	1
300943012	[x]occlusion and stenosis of other cerebral arteries	Gyu66	20059004	33759015	Gyu6600	Cerebrovascular disease	1
300944018	[x]other specified cerebrovascular diseases	Gyu67	62914000	104563015	Gyu6700	Cerebrovascular disease	1
407291000006117	[x]other cerebrovascular disorders in diseases ce	Gyu6A	62914000	104563015	Gyu6A00	Cerebrovascular disease	1
426481000006114	[x]sequelae/other + unspecified cerebrovascular diseases	Gyu6D	195239002	300403014	Gyu6D00	Cerebrovascular disease	1
428181000006115	"[x]subarachnoid haemorrh from intracranial artery, unspecif"	Gyu6E	21454007	36011016	Gyu6E00	Cerebrovascular disease	1
300956017	"[x]intracerebral haemorrhage in hemisphere, unspecified"	Gyu6F	274100004	409860011	Gyu6F00	Cerebrovascular disease	1
370661000006114	[x]cereb infarct due unsp occlus/stenos precerebr arteries	Gyu6G	125081000119106	3042974014	Gyu6G00	Cerebrovascular disease	1
300959012	[x]atherosclerosis of other arteries	Gyu70	72092001	119795011	Gyu7000	Peripheral vascular disease	1
300960019	"[x]aortic aneurysm of unspecified site, ruptured"	Gyu71	67362008	111949011	Gyu7100	Peripheral vascular disease	1
300961015	"[x]aortic aneurysm of unspecified site, nonruptured"	Gyu72	67362008	111949011	Gyu7200	Peripheral vascular disease	1
300962010	[x]aneurysm of other specified arteries	Gyu73	233981004	350576010	Gyu7300	Peripheral vascular disease	1
300963017	[x]other specified peripheral vascular diseases	Gyu74	400047006	1779317016	Gyu7400	Peripheral vascular disease	1
300968014	[x]aneurysm of aorta in diseases classified elsewhere	Gyu78	67362008	111949011	Gyu7800	Peripheral vascular disease	1
300993011	[x]oesophageal varices in diseases classified elsewhere	Gyu94	28670008	48003016	Gyu9400	Moderate or severe liver disease	3
301095014	acute bronchitis and bronchiolitis	H06	195712009	2820607014	H06..00	Chronic pulmonary disease	1
58909014	acute tracheobronchitis	H0605	35301006	58909014	H060500	Chronic pulmonary disease	1
301122016	acute bronchitis nos	H060z	10509002	18268014	H060z00	Chronic pulmonary disease	1
