"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"
"66298"	"30719811000001105"	"57315021"	"Abtard 10mg modified-release tablets (Ethypharm UK Ltd)"	"Oxycodone hydrochloride"	"10mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"66606"	"29677811000001101"	"49074021"	"Oxeltra 10mg modified-release tablets (Wockhardt UK Ltd)"	"Oxycodone hydrochloride"	"10mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"66616"	"17344811000001105"	"10626020"	"OxyContin 5mg modified-release tablets (Mawdsley-Brooks & Company Ltd)"	"Oxycodone hydrochloride"	"5mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"66619"	"11929611000001100"	"04565020"	"OxyContin 20mg modified-release tablets (Waymade Healthcare Plc)"	"Oxycodone hydrochloride"	"20mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"66760"	"30719311000001101"	"57455021"	"Abtard 5mg modified-release tablets (Ethypharm UK Ltd)"	"Oxycodone hydrochloride"	"5mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"66837"	"30720111000001102"	"57490021"	"Abtard 15mg modified-release tablets (Ethypharm UK Ltd)"	"Oxycodone hydrochloride"	"15mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"67446"	"30721411000001103"	"57491021"	"Abtard 60mg modified-release tablets (Ethypharm UK Ltd)"	"Oxycodone hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"68797"	"29678311000001106"	"49075021"	"Oxeltra 20mg modified-release tablets (Wockhardt UK Ltd)"	"Oxycodone hydrochloride"	"20mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"69474"	"30824811000001101"	"57313021"	"Oxycodone 5mg/5ml oral solution sugar free (DE Pharmaceuticals)"	"Oxycodone hydrochloride"	"1mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"69559"	"34027611000001109"	"73872021"	"Shortec liquid 5mg/5ml oral solution (Qdem Pharmaceuticals Ltd)"	"Oxycodone hydrochloride"	"1mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"69993"	"34027811000001108"	"73873021"	"Shortec 10mg/ml concentrate oral solution (Qdem Pharmaceuticals Ltd)"	"Oxycodone hydrochloride"	"10mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"70123"	"34025611000001102"	"73893021"	"Shortec 10mg/1ml solution for injection ampoules (Qdem Pharmaceuticals Ltd)"	"Oxycodone hydrochloride"	"10mg/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"71335"	"24567711000001105"	"25490021"	"Oxycodone 20mg modified-release tablets (Teva UK Ltd)"	"Oxycodone hydrochloride"	"20mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"73428"	"11929411000001103"	"04560020"	"OxyContin 10mg modified-release tablets (Waymade Healthcare Plc)"	"Oxycodone hydrochloride"	"10mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"73841"	"34051611000001101"	"75122021"	"Onexila XL 10mg tablets (Aspire Pharma Ltd)"	"Oxycodone hydrochloride"	"10mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"74294"	"18604311000001107"	"04569020"	"OxyContin 20mg modified-release tablets (DE Pharmaceuticals)"	"Oxycodone hydrochloride"	"20mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"74549"	"34051311000001106"	"75124021"	"Onexila XL 40mg tablets (Aspire Pharma Ltd)"	"Oxycodone hydrochloride"	"40mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"74780"	"21503511000001104"	"46092020"	"Targinact 10mg/5mg modified-release tablets (Waymade Healthcare Plc)"	"Oxycodone hydrochloride/Naloxone hydrochloride"	"10mg + 5mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"74908"	"29678111000001109"	"49117021"	"Oxeltra 15mg modified-release tablets (Wockhardt UK Ltd)"	"Oxycodone hydrochloride"	"15mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"74909"	"29650311000001107"	"49108021"	"Oxeltra 5mg modified-release tablets (Wockhardt UK Ltd)"	"Oxycodone hydrochloride"	"5mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"74910"	"29677611000001100"	"49076021"	"Oxeltra 40mg modified-release tablets (Wockhardt UK Ltd)"	"Oxycodone hydrochloride"	"40mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"75080"	"34025811000001103"	"73892021"	"Shortec 20mg/2ml solution for injection ampoules (Qdem Pharmaceuticals Ltd)"	"Oxycodone hydrochloride"	"10mg/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"75283"	"35542111000001108"	"80847021"	"Renocontin 10mg modified-release tablets (Glenmark Pharmaceuticals Europe Ltd)"	"Oxycodone hydrochloride"	"10mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"75357"	"29677211000001102"	"49116021"	"Oxeltra 30mg modified-release tablets (Wockhardt UK Ltd)"	"Oxycodone hydrochloride"	"30mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"75369"	"34051911000001107"	"75123021"	"Onexila XL 20mg tablets (Aspire Pharma Ltd)"	"Oxycodone hydrochloride"	"20mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"75624"	""	"62282021"	"Zomestine 40mg modified-release tablets (Accord Healthcare Ltd)"	"Oxycodone hydrochloride"	"40mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"75980"	""	"25496021"	"Oxycodone 80mg modified-release tablets (Teva UK Ltd)"	"Oxycodone hydrochloride"	"80mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"685"	"3690911000001103"	"56280020"	"Aspav dispersible tablets (Actavis UK Ltd)"	"Aspirin/Papaveretum"	"500mg + 7.71mg"	"Dispersible tablet"	"Oral"	"00000000"	"Unknown"
"6226"	"322321008"	"70312020"	"Aspirin 500mg / Papaveretum 7.71mg dispersible tablets sugar free"	"Aspirin/Papaveretum"	"500mg + 7.71mg"	"Dispersible tablet"	"Oral"	"00000000"	"Unknown"
"11129"	"14612711000001102"	"68940020"	"Papaveretum 15.4mg/1ml solution for injection ampoules"	"Papaveretum"	"15.4mg/1ml"	"Solution for injection"	"Intramuscular/Intravenous/Subcutaneous"	"04070200"	"Opioid Analgesics"
"15353"	"14615911000001108"	"68939020"	"Papaveretum 7.7mg/1ml solution for injection ampoules"	"Papaveretum"	"7.7mg/1ml"	"Solution for injection"	"Subcutaneous/Intramuscular/Intravenous"	"04070200"	"Opioid Analgesics"
"18261"	"166505001000027109"	"70309020"	"Aspirin 500mg with Papaveretum 7.71mg dispersible tablets"	"Aspirin/Papaveretum"	"500mg + 7.71mg"	"Dispersible Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"26115"	"85635001000027102"	"58809020"	"Omnopon-scopolamine Injection (Roche Products Ltd)"	"Papaveretum/Hyoscine hydrobromide"	"15.4mg/1ml + 400microgram/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous"	"04070200/15010300"	"Opioid Analgesics/Antimuscarinic Drugs (in Anaesthesia)"
"28732"	"157455001000027106"	"68945020"	"Papaveretum with hyoscine 7.7mg with 400 micrograms/ml injection"	"Hyoscine Hydrobromide/Papaveretum"	"7.7mg + 400 Micrograms/ml"	"Injection"	""	"04070200/15010300"	"Opioid Analgesics/Antimuscarinic Drugs (in Anaesthesia)"
"47072"	"22535001000027103"	"50844020"	"Omnopon 15.4mg/ml Injection (Roche Products Ltd)"	"Papaveretum"	"15.4mg/1ml"	"Solution for injection"	"Intramuscular/Intravenous/Subcutaneous"	"04070200"	"Opioid Analgesics"
"123"	"11915001000027104"	"49528020"	"Fortral 30mg/ml Injection (Sterwin Medicines)"	"Pentazocine Lactate"	"30mg/ml"	"Injection"	""	"04070200"	"Opioid Analgesics"
"328"	"322600003"	"71386020"	"Pentazocine 50mg capsules"	"Pentazocine hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"2367"	"322601004"	"65564020"	"Pentazocine 25mg tablets"	"Pentazocine hydrochloride"	"25mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"7450"	"133245001000027108"	"65567020"	"Pentazocine 15mg with paracetamol 500mg tablet"	"Pentazocine Hydrochloride/Paracetamol"	"500mg + 15mg"	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"8375"	"3792511000001104"	"53469020"	"Fortral 25mg tablets (Zentiva)"	"Pentazocine hydrochloride"	"25mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"10509"	"11855001000027103"	"49523020"	"Fortagesic Tablet (Sanofi-Synthelabo Ltd)"	"Pentazocine Hydrochloride/Paracetamol"	""	"Tablet"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"10583"	"133205001000027103"	"65561020"	"Pentazocine 30mg/ml injection"	"Pentazocine Lactate"	"30mg/ml"	"Injection"	""	"04070200"	"Opioid Analgesics"
"10769"	"43485001000027106"	"53468020"	"Fortral 50mg Capsule (Sanofi-Synthelabo Ltd)"	"Pentazocine hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"17863"	"322604007"	"73655020"	"Pentazocine 50mg suppositories"	"Pentazocine lactate"	"50mg"	"Suppository"	"Rectal"	"00000000"	"Unknown"
"25833"	"4084011000001101"	"49529020"	"Fortral 50mg suppositories (Sterwin Medicines)"	"Pentazocine lactate"	"50mg"	"Suppository"	"Rectal"	"00000000"	"Unknown"
"31582"	"36027611000001101"	"90811020"	"Pentazocine 30mg/1ml solution for injection ampoules"	"Pentazocine lactate"	"30mg/1ml"	"Solution for injection"	"Subcutaneous/Intramuscular/Intravenous"	"04070200"	"Opioid Analgesics"
"31584"	"36027711000001105"	"90813020"	"Pentazocine 60mg/2ml solution for injection ampoules"	"Pentazocine lactate"	"30mg/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"04070200"	"Opioid Analgesics"
"36472"	"136905001000027109"	"66011020"	"Paracetamol 500 mg+ pentazocine 15mg tablet"	"Pentazocine Hydrochloride/Paracetamol"	"500mg + 15mg"	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"38092"	"94675001000027109"	"60096020"	"Pentazocine 30mg/ml Injection (Sterwin Medicines)"	"Pentazocine Lactate"	"30mg/ml"	"Injection"	"Subcutaneous Injection"	"04070200"	"Opioid Analgesics"
"42094"	"4079111000001109"	"97806020"	"Fortral 30mg/1ml solution for injection ampoules (Zentiva)"	"Pentazocine lactate"	"30mg/1ml"	"Solution for injection"	"Subcutaneous/Intramuscular/Intravenous"	"04070200"	"Opioid Analgesics"
"44867"	"4079811000001102"	"97808020"	"Fortral 60mg/2ml solution for injection ampoules (Zentiva)"	"Pentazocine lactate"	"30mg/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"04070200"	"Opioid Analgesics"
"71170"	"3791311000001101"	"57085020"	"Pentazocine 25mg tablets (Actavis UK Ltd)"	"Pentazocine hydrochloride"	"25mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"234"	"158735001000027105"	"69166020"	"Pethidine 25mg tablet"	"Pethidine Hydrochloride"	"25mg"	"Tablets"	"Oral"	"04070200"	"Opioid Analgesics"
"249"	"24675001000027103"	"51091020"	"Pethidine 10mg/ml injection"	"Pethidine Hydrochloride"	"10mg/ml"	"Injection"	""	"04070200"	"Opioid Analgesics"
"423"	"158745001000027106"	"69168020"	"Pethidine 50mg/ml injection"	"Pethidine Hydrochloride"	"50mg/ml"	"Injection"	""	"04070200"	"Opioid Analgesics"
"826"	"36028311000001107"	"90765020"	"Pethidine 50mg/1ml solution for injection ampoules"	"Pethidine hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"2450"	"322612004"	"69167020"	"Pethidine 50mg tablets"	"Pethidine hydrochloride"	"50mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"2966"	"24665001000027105"	"51090020"	"Pethidine 50mg/ml injection"	"Pethidine Hydrochloride"	"50mg/ml"	"Injection"	""	"04070200"	"Opioid Analgesics"
"17043"	"36028211000001104"	"90767020"	"Pethidine 100mg/2ml solution for injection ampoules"	"Pethidine hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"04070200"	"Opioid Analgesics"
"17386"	"158775001000027107"	"69171020"	"Pethidine 50mg Tablet (Roche Products Ltd)"	"Pethidine hydrochloride"	"50mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"18491"	"3986711000001104"	"65611020"	"Pamergan P100 solution for injection 2ml ampoules (Martindale Pharmaceuticals Ltd)"	"Pethidine hydrochloride/Promethazine hydrochloride"	"50mg/1ml + 25mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04070200"	"Opioid Analgesics"
"19116"	"4026811000001109"	"69221020"	"Pethidine 100mg/2ml / Promethazine 50mg/2ml solution for injection ampoules"	"Pethidine hydrochloride/Promethazine hydrochloride"	"50mg/1ml + 25mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04070200"	"Opioid Analgesics"
"23442"	"36028411000001100"	"90769020"	"Pethidine 50mg/5ml solution for injection ampoules"	"Pethidine hydrochloride"	"10mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"24867"	"159015001000027100"	"69218020"	"Pethidine with levallorphan tartrate injection"	"Pethidine Hydrochloride/levallorphan"	""	"Injection"	""	"04070200"	"Opioid Analgesics"
"29426"	"28945001000027101"	"51616020"	"Pethidine 50mg/ml Injection (Martindale Pharmaceuticals Ltd)"	"Pethidine Hydrochloride"	"50mg/ml"	"Injection"	"Subcutaneous Injection"	"04070200"	"Opioid Analgesics"
"30319"	"41455001000027109"	"53208020"	"Pethidine powder"	"Pethidine Hydrochloride"	""	"Powder"	""	"50000000"	"Ingredients"
"31253"	"122635001000027104"	"64216020"	"Pethidine 50mg/ml Injection (Auden McKenzie (Pharma Division) Ltd)"	"Pethidine Hydrochloride"	"50mg/ml"	"Injection"	"Subcutaneous Injection"	"04070200"	"Opioid Analgesics"
"31885"	"36028111000001105"	"90771020"	"Pethidine 100mg/10ml solution for injection ampoules"	"Pethidine hydrochloride"	"10mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"31935"	"17795001000027109"	"50251020"	"Pethidine 50mg Tablet (Roche Products Ltd)"	"Pethidine hydrochloride"	"50mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"32831"	"17785001000027105"	"50250020"	"Pethidine 100mg/2ml Injection (Roche Products Ltd)"	"Pethidine Hydrochloride"	"100mg/2ml"	"Injection"	"Subcutaneous Injection"	"04070200"	"Opioid Analgesics"
"33954"	"210105001000027100"	"79285020"	"Promethazine hydrochloride 50mg with pethidine 100mg/2ml injection"	"Pethidine Hydrochloride/Promethazine Hydrochloride"	"50mg + 100mg/2ml"	"Injection"	""	"03040102/04070200"	"Sedating Antihistamines/Opioid Analgesics"
"37703"	"10679211000001108"	"72617020"	"Pethidine 50mg/1ml solution for injection ampoules (AMCo)"	"Pethidine hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"38013"	"12303411000001102"	"94823020"	"Pethidine 50mg capsules"	"Pethidine hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"38103"	"41425001000027108"	"53205020"	"Pethidine 25mg Tablet (Roche Products Ltd)"	"Pethidine Hydrochloride"	"25mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"40239"	"257811000001105"	"51618020"	"Pethidine 50mg tablets (Martindale Pharmaceuticals Ltd)"	"Pethidine hydrochloride"	"50mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"41550"	"28855001000027109"	"51608020"	"Pethidine 100mg/2ml Injection (C P Pharmaceuticals Ltd)"	"Pethidine Hydrochloride"	"100mg/2ml"	"Injection"	"Subcutaneous Injection"	"04070200"	"Opioid Analgesics"
"42708"	"158785001000027102"	"69172020"	"Pethidine 50mg/ml intramuscular injection (Roche Products Ltd)"	"Pethidine Hydrochloride"	"50mg/ml"	"Intramuscular Injection"	""	"04070200"	"Opioid Analgesics"
"45325"	"250005001000027103"	"94388020"	"Pethidine injection"	"Pethidine Hydrochloride"	""	"Injection"	""	"04070200"	"Opioid Analgesics"
"48128"	"748611000001103"	"72883020"	"Pethidine 100mg/2ml solution for injection ampoules (Martindale Pharmaceuticals Ltd)"	"Pethidine hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"04070200"	"Opioid Analgesics"
"48148"	"15628611000001109"	"72877020"	"Pethidine 100mg/2ml solution for injection ampoules (Actavis UK Ltd)"	"Pethidine hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"04070200"	"Opioid Analgesics"
"52400"	"446111000001102"	"09363020"	"Pethidine 100mg/10ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)"	"Pethidine hydrochloride"	"10mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"53709"	"249485001000027104"	"94114020"	"Pethidine oral liquid"	"Pethidine Hydrochloride"	""	""	""	"04070200"	"Opioid Analgesics"
"53929"	"240611000001109"	"09366020"	"Pethidine 50mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Pethidine hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"54085"	"249995001000027102"	"94386020"	"Pethidine capsule"	"Pethidine Hydrochloride"	""	""	""	"04070200"	"Opioid Analgesics"
"54790"	"21666011000001107"	"46333020"	"Pethidine 50mg tablets (Teva UK Ltd)"	"Pethidine hydrochloride"	"50mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"55839"	"17775001000027100"	"50249020"	"Pethidine 50mg/ml Injection (Roche Products Ltd)"	"Pethidine Hydrochloride"	"50mg/ml"	"Injection"	""	"04070200"	"Opioid Analgesics"
"55852"	"28955001000027103"	"51617020"	"Pethidine 10mg/ml Injection (Martindale Pharmaceuticals Ltd)"	"Pethidine Hydrochloride"	"10mg/ml"	"Injection"	""	"04070200"	"Opioid Analgesics"
"56022"	"196535001000027102"	"75279020"	"Pethidine 50mg Capsule (Martindale Pharmaceuticals Ltd)"	"Pethidine hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"57027"	"269811000001107"	"04480020"	"Pethidine 50mg tablets (A A H Pharmaceuticals Ltd)"	"Pethidine hydrochloride"	"50mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"58190"	"183111000001103"	"09361020"	"Pethidine 50mg/5ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Pethidine hydrochloride"	"10mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"58737"	"313711000001105"	"04481020"	"Pethidine 50mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Pethidine hydrochloride"	"50mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"63182"	"79611000001105"	"09365020"	"Pethidine 50mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)"	"Pethidine hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"67599"	"10679411000001107"	"72622020"	"Pethidine 100mg/2ml solution for injection ampoules (AMCo)"	"Pethidine hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"04070200"	"Opioid Analgesics"
"75662"	""	"72880020"	"Pethidine 100mg/2ml solution for injection ampoules (Wockhardt UK Ltd)"	"Pethidine hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"04070200"	"Opioid Analgesics"
"75676"	""	"09367020"	"Pethidine 100mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Pethidine hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"04070200"	"Opioid Analgesics"
"45800"	"18672011000001108"	"99823020"	"Tapentadol 200mg modified-release tablets"	"Tapentadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"45811"	"442472008"	"99801020"	"Tapentadol 50mg tablets"	"Tapentadol hydrochloride"	"50mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"45936"	"18662511000001107"	"99813020"	"Palexia 50mg tablets (Grunenthal Ltd)"	"Tapentadol hydrochloride"	"50mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"45982"	"18663511000001100"	"99827020"	"Palexia SR 50mg tablets (Grunenthal Ltd)"	"Tapentadol hydrochloride"	"50mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"46018"	"18671811000001106"	"99819020"	"Tapentadol 100mg modified-release tablets"	"Tapentadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"46019"	"18671911000001101"	"99821020"	"Tapentadol 150mg modified-release tablets"	"Tapentadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"46020"	"18664111000001106"	"99829020"	"Palexia SR 100mg tablets (Grunenthal Ltd)"	"Tapentadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"46021"	"18672211000001103"	"99817020"	"Tapentadol 50mg modified-release tablets"	"Tapentadol hydrochloride"	"50mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"46022"	"18662911000001100"	"99815020"	"Palexia 75mg tablets (Grunenthal Ltd)"	"Tapentadol hydrochloride"	"75mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"46159"	"18664411000001101"	"99831020"	"Palexia SR 150mg tablets (Grunenthal Ltd)"	"Tapentadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"46461"	"442341005"	"99803020"	"Tapentadol 75mg tablets"	"Tapentadol hydrochloride"	"75mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"46659"	"18664711000001107"	"99833020"	"Palexia SR 200mg tablets (Grunenthal Ltd)"	"Tapentadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"47399"	"18672111000001109"	"99825020"	"Tapentadol 250mg modified-release tablets"	"Tapentadol hydrochloride"	"250mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"47460"	"18665211000001104"	"99835020"	"Palexia SR 250mg tablets (Grunenthal Ltd)"	"Tapentadol hydrochloride"	"250mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"60759"	"24408811000001107"	"24114021"	"Tapentadol 20mg/ml oral solution sugar free"	"Tapentadol hydrochloride"	"20mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"61764"	"24120811000001104"	"24115021"	"Palexia 20mg/ml oral solution (Grunenthal Ltd)"	"Tapentadol hydrochloride"	"20mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"86"	"322623000"	"75786020"	"Tramadol 50mg capsules"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"187"	"203811000001106"	"75791020"	"Zydol 50mg capsules (Grunenthal Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"687"	"7381611000001100"	"87622020"	"Tramacet 37.5mg/325mg tablets (Grunenthal Ltd)"	"Paracetamol/Tramadol hydrochloride"	"325mg + 37.5mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"701"	"35940111000001103"	"79973020"	"Tramadol 50mg modified-release capsules"	"Tramadol hydrochloride"	"50mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"3378"	"322633008"	"75788020"	"Tramadol 50mg soluble tablets sugar free"	"Tramadol hydrochloride"	"50mg"	"Soluble tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"3644"	"306311000001100"	"79957020"	"Zydol SR 100mg tablets (Grunenthal Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"4114"	"35920211000001106"	"79974020"	"Tramadol 100mg modified-release capsules"	"Tramadol hydrochloride"	"100mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"4115"	"35920311000001103"	"79961020"	"Tramadol 100mg modified-release tablets"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"4834"	"35920511000001109"	"79975020"	"Tramadol 150mg modified-release capsules"	"Tramadol hydrochloride"	"150mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"4999"	"219295001000027103"	"82219020"	"Tramadol 24 Modified-release tablet"	"Tramadol Hydrochloride"	"150mg"	"Modified-release Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"5028"	"219305001000027105"	"82220020"	"Tramadol 24 Modified-release tablet"	"Tramadol Hydrochloride"	"200mg"	"Modified-release Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"5169"	"315611000001102"	"79959020"	"Zydol SR 200mg tablets (Grunenthal Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"5257"	"212255001000027103"	"79962020"	"Tramadol 12 Modified-release tablet"	"Tramadol Hydrochloride"	"150mg"	"Modified-release Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"6153"	"362111000001102"	"79958020"	"Zydol SR 150mg tablets (Grunenthal Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"6215"	"35920711000001104"	"79982020"	"Tramadol 200mg modified-release capsules"	"Tramadol hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"6558"	"7386811000001106"	"87618020"	"Tramadol 37.5mg / Paracetamol 325mg tablets"	"Paracetamol/Tramadol hydrochloride"	"325mg + 37.5mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"8416"	"212265001000027107"	"79963020"	"Tramadol 12 Modified-release tablet"	"Tramadol Hydrochloride"	"200mg"	"Modified-release Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"9389"	"21011000001101"	"85601020"	"Zamadol SR 50mg capsules (Meda Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"50mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
